BAD BOY CHILLER CREW,12:45,13:30,FRIDAY,JOHN PEEL STAGE
ENGLISH TEACHER,11:30,12:15,FRIDAY,JOHN PEEL STAGE
JAMIE T,22:30,23:45,SATURDAY,JOHN PEEL STAGE
YUNGBLUD,21:00,22:00,SATURDAY,JOHN PEEL STAGE
GHETTS,19:30,20:30,SATURDAY,JOHN PEEL STAGE
PA SALIEU,18:00,19:00,SATURDAY,JOHN PEEL STAGE
BEABADOOBEE,16:30,17:30,SATURDAY,JOHN PEEL STAGE
SELF ESTEEM,15:15,16:00,SATURDAY,JOHN PEEL STAGE
HOLLY HUMBERSTONE,14:00,14:45,SATURDAY,JOHN PEEL STAGE
ENNY,12:45,13:30,SATURDAY,JOHN PEEL STAGE
GO_A,11:30,12:15,SATURDAY,JOHN PEEL STAGE
CHARLI XCX,21:30,22:45,SUNDAY,JOHN PEEL STAGE
LITTLE DRAGON,20:00,21:00,SUNDAY,JOHN PEEL STAGE
TURNSTILE,18:30,19:30,SUNDAY,JOHN PEEL STAGE
AMYL AND THE SNIFFERS,17:00,18:00,SUNDAY,JOHN PEEL STAGE
CLAIRO,15:30,16:30,SUNDAY,JOHN PEEL STAGE
TBC,14:00,15:00,SUNDAY,JOHN PEEL STAGE
SPORTS TEAM,12:30,13:30,SUNDAY,JOHN PEEL STAGE
JUST MUSTARD,11:15,12:00,SUNDAY,JOHN PEEL STAGE
FOUR TET,23:00,00:15,FRIDAY,THE PARK STAGE
KHRUANGBIN,21:15,22:15,FRIDAY,THE PARK STAGE
SAINT ETIENNE,19:45,20:45,FRIDAY,THE PARK STAGE
ARLO PARKS,18:15,19:15,FRIDAY,THE PARK STAGE
DRY CLEANING,16:45,17:45,FRIDAY,THE PARK STAGE
CONFIDENCE MAN,15:15,16:15,FRIDAY,THE PARK STAGE
WETLEG,14:00,14:45,FRIDAY,THE PARK STAGE
ORLANDO WEEKS,12:45,13:30,FRIDAY,THE PARK STAGE
MATILDA MANN,11:30,12:10,FRIDAY,THE PARK STAGE
JESSIE WARE,23:00,00:15,SATURDAY,THE PARK STAGE
MITSKI,21:15,22:15,SATURDAY,THE PARK STAGE
THE AVALANCHES,19:45,20:45,SATURDAY,THE PARK STAGE
BIG THIEF,18:15,19:15,SATURDAY,THE PARK STAGE
SQUID,16:45,17:45,SATURDAY,THE PARK STAGE
SAMPA THE GREAT,15:15,16:15,SATURDAY,THE PARK STAGE
GABRIELS,14:00,14:45,SATURDAY,THE PARK STAGE
KATY J PEARSON,12:45,13:30,SATURDAY,THE PARK STAGE
YASMIN WILLIAMS,11:30,12:10,SATURDAY,THE PARK STAGE
COURTNEY BARNETT,21:15,22:30,SUNDAY,THE PARK STAGE
JARV IS,19:45,20:45,SUNDAY,THE PARK STAGE
TBC,18:15,19:15,SUNDAY,THE PARK STAGE
CAROLINE POLACHEK,16:30,17:30,SUNDAY,THE PARK STAGE
CATE LE BON,15:15,16:00,SUNDAY,THE PARK STAGE
WARMDUSCHER,14:00,14:45,SUNDAY,THE PARK STAGE
BIG JOANIE,12:45,13:30,SUNDAY,THE PARK STAGE
DEEP THROAT CHOIR,11:30,12:15,SUNDAY,THE PARK STAGE
PAUL HEATON & JACQUI ABBOTT,21:30,23:00,FRIDAY,ACOUSTIC STAGE
THE UNDERTONES,20:00,21:00,FRIDAY,ACOUSTIC STAGE
HOTHOUSE FLOWERS,18:30,19:30,FRIDAY,ACOUSTIC STAGE
BRIAN KENNEDY,17:25,18:10,FRIDAY,ACOUSTIC STAGE
MARY COUGHLAN,16:25,17:05,FRIDAY,ACOUSTIC STAGE
THE MARIACHIS,15:30,16:10,FRIDAY,ACOUSTIC STAGE
IRISH MYTHEN,14:30,15:10,FRIDAY,ACOUSTIC STAGE
PAVEY ARK,13:40,14:20,FRIDAY,ACOUSTIC STAGE
ROSEANNE REID,12:45,13:25,FRIDAY,ACOUSTIC STAGE
NOVELTY ISLAND,12:00,12:30,FRIDAY,ACOUSTIC STAGE
THE WATERBOYS,21:30,23:00,SATURDAY,ACOUSTIC STAGE
RICHARD THOMPSON,20:00,21:00,SATURDAY,ACOUSTIC STAGE
SCOUTING FOR GIRLS,18:30,19:30,SATURDAY,ACOUSTIC STAGE
TONY CHRISTIE,17:30,18:15,SATURDAY,ACOUSTIC STAGE
CHRIS DIFFORD,16:30,17:15,SATURDAY,ACOUSTIC STAGE
GRAINNE DUFFY,15:30,16:15,SATURDAY,ACOUSTIC STAGE
LAURA VEIRS,14:30,15:10,SATURDAY,ACOUSTIC STAGE
KATHERINE PRIDDY,13:40,14:20,SATURDAY,ACOUSTIC STAGE
49TH & MAIN,12:45,13:25,SATURDAY,ACOUSTIC STAGE
TOM WEBBER BEST DEMO OF THE YEAR,12:00,12:30,SATURDAY,ACOUSTIC STAGE
SUZANNE VEGA,21:30,23:00,SUNDAY,ACOUSTIC STAGE
THE SHIRES,20:00,21:00,SUNDAY,ACOUSTIC STAGE
THE BOOTLEG BEATLES,18:30,19:30,SUNDAY,ACOUSTIC STAGE
FISHERMAN'S FRIENDS,17:30,18:15,SUNDAY,ACOUSTIC STAGE
TERRY REID,16:30,17:15,SUNDAY,ACOUSTIC STAGE
DAMIEN DEMPSEY,15:30,16:15,SUNDAY,ACOUSTIC STAGE
ERROL LINTON,14:30,15:10,SUNDAY,ACOUSTIC STAGE
CHLOE FOY,13:40,14:20,SUNDAY,ACOUSTIC STAGE
LEWIS MCLAUGHLIN EMERGING TALENT COMPETITION WINNER,12:45,13:25,SUNDAY,ACOUSTIC STAGE
MEGAN MCKENNA,12:00,12:30,SUNDAY,ACOUSTIC STAGE
THE DAMNED,23:05,00:20,FRIDAY,AVALON STAGE
SUGABABES,21:35,22:35,FRIDAY,AVALON STAGE
NICK MULVEY,20:05,21:05,FRIDAY,AVALON STAGE
OH MY GOD! IT'S THE CHURCH,18:35,19:35,FRIDAY,AVALON STAGE
TANITA TIKARAM,17:05,18:05,FRIDAY,AVALON STAGE
THE WAR & TREATY,15:40,16:35,FRIDAY,AVALON STAGE
BASKERY,14:15,15:10,FRIDAY,AVALON STAGE
HOBO JONES & THE JUNKYARD DOGS,13:00,13:50,FRIDAY,AVALON STAGE
THE HOOSIERS,23:05,00:15,SATURDAY,AVALON STAGE
LAMB,21:35,22:35,SATURDAY,AVALON STAGE
WARD THOMAS,20:05,21:05,SATURDAY,AVALON STAGE
DR. JOHN COOPER CLARKE,18:25,19:40,SATURDAY,AVALON STAGE
TOM ROBINSON BAND,17:05,18:05,SATURDAY,AVALON STAGE
MOLOTOV JUKEBOX,15:35,16:35,SATURDAY,AVALON STAGE
GRACE PETRIE,14:05,15:05,SATURDAY,AVALON STAGE
THE LONGEST JOHNS,12:40,13:35,SATURDAY,AVALON STAGE
NIA WYN,11:30,12:10,SATURDAY,AVALON STAGE
THE DUALERS,22:50,23:50,SUNDAY,AVALON STAGE
IMELDA MAY,21:20,22:20,SUNDAY,AVALON STAGE
ORLA GARTLAND,19:50,20:50,SUNDAY,AVALON STAGE
MCFLY,18:20,19:20,SUNDAY,AVALON STAGE
KATE RUSBY,16:50,17:50,SUNDAY,AVALON STAGE
P.P. ARNOLD,15:20,16:20,SUNDAY,AVALON STAGE
PEAT & DIESEL,13:55,14:50,SUNDAY,AVALON STAGE
FERRIS & SYLVESTER,12:35,13:30,SUNDAY,AVALON STAGE
CITIZENS OF THE WORLD CHOIR,11:30,12:10,SUNDAY,AVALON STAGE
BILLY BRAGG,21:00,22:00,FRIDAY,LEFT FIELD
JAMIE WEBSTER,19:30,20:30,FRIDAY,LEFT FIELD
DYLAN JOHN THOMAS,18:15,19:00,FRIDAY,LEFT FIELD
BROOKE COMBE,17:00,17:45,FRIDAY,LEFT FIELD
"RADICAL ROUND UP WITH BILLY BRAGG - WILL VARLEY, LADY NADE, KELLEY SWINDALL",15:00,16:30,FRIDAY,LEFT FIELD
"DEBATES: NEURODIVERSITY - THE FIGHT FOR HUMAN RIGHTS WITH CARLY JONES MBE, CHRIS PACKHAM, SIENA CASTELLON, MAHLIA AMATINA, JOHN HARRIS",13:30,14:30,FRIDAY,LEFT FIELD
"DEBATES: SOLIDARITY WITH UKRAINE - WITH EMMA GRAHAM-HARRISON, MINNIE RAHMAN, TOM BURGIS, UKRANIAN ACTIVIST, JOHN HARRIS",12:00,13:00,FRIDAY,LEFT FIELD
YARD ACT,21:00,22:00,SATURDAY,LEFT FIELD
BILLY NOMATES,19:30,20:30,SATURDAY,LEFT FIELD
KAM-BU,18:10,19:10,SATURDAY,LEFT FIELD
ASYLUMS,17:00,17:45,SATURDAY,LEFT FIELD
"RADICAL ROUND UP WITH BILLY BRAGG - SEB LOWE, TOM A. SMITH, JESS SILK",15:00,16:30,SATURDAY,LEFT FIELD
"DEBATES: WHAT'S NEXT FOR THE CLIMATE EMERGENCY WITH KAM-BU, HARPREET KAUR PAUL, STOP CAMBO, REBECCA NEWSOM, SCARLETT WESTBROOK",13:30,14:30,SATURDAY,LEFT FIELD
"DEBATES: STATE OF THE NATION: POLITICS IN CRISIS WITH ANDY BURNHAM, FRANCIS FOLEY, METE COBAN, SHAISTA AZIZ, JOHN HARRIS",12:00,13:00,SATURDAY,LEFT FIELD
YOLA,21:00,22:00,SUNDAY,LEFT FIELD
THE REGRETTES,19:15,20:15,SUNDAY,LEFT FIELD
THE MAGIC NUMBERS,18:00,18:45,SUNDAY,LEFT FIELD
LAS ADELITAS,17:00,17:30,SUNDAY,LEFT FIELD
"RADICAL ROUND UP WITH BILLY BRAGG - ROMEO STODART, YNES, TBA",15:00,16:30,SUNDAY,LEFT FIELD
"DEBATES: BLACK LIVES MATTER AND BEYOND WITH COP WATCH, DR. REMI JOSEPH-SALISBURY, SISTERS UNCUT, KILL THE BILL, NASRA AYUB, RENI EDDO-LODGE",13:30,14:30,SUNDAY,LEFT FIELD
"DEBATES: DEFYING THE COST OF LIVING CRISIS WITH ELLIE MAE O'HAGEN, JACK MONROE, KWAJO TWENEBOA, ZARAH SULTANA MP, RENI EDDO-LODGE",12:00,13:00,SUNDAY,LEFT FIELD
CARL COX B2B CHASE AND STATUS (JUNGLE SET),02:00,03:00,FRIDAY,ARCADIA
NINA KRAVIZ,01:00,02:00,FRIDAY,ARCADIA
TBA,23:00,01:00,FRIDAY,ARCADIA
JON HOPKINS (DJ),22:00,23:00,FRIDAY,ARCADIA
ISHMAEL ENSEMBLE (DJ),21:30,22:00,FRIDAY,ARCADIA
CAMELPHAT B2B PATRICK TOPPING,02:00,03:00,SATURDAY,ARCADIA
CALVIN HARRIS,01:00,02:00,SATURDAY,ARCADIA
FOUR TET,00:00,01:00,SATURDAY,ARCADIA
KURUPT FM,23:00,00:00,SATURDAY,ARCADIA
DJ EZ,22:00,23:00,SATURDAY,ARCADIA
NIA ARCHIVES,21:30,22:00,SATURDAY,ARCADIA
HOSPITALITY SHOWCASE: SPY B2B GRAFIX B2B UNGLUED FEAT CARASEL MC & SOLAH,01:30,02:30,SUNDAY,ARCADIA
SUB FOCUS B2B DIMENSION FEAT ID,00:30,01:30,SUNDAY,ARCADIA
DANIEL AVERY B2B VTSS,23:30,00:30,SUNDAY,ARCADIA
AFRODEUTSCHE,22:30,23:30,SUNDAY,ARCADIA
TSHA,21:30,22:30,SUNDAY,ARCADIA
PATRICK TOPPING B2B EATS EVERYTHING,23:00,00:30,FRIDAY,SONIC
FATBOY SLIM,21:00,23:00,FRIDAY,SONIC
ANZ,19:30,21:00,FRIDAY,SONIC
DENIS SULTA,18:00,19:30,FRIDAY,SONIC
TSHA,16:30,18:00,FRIDAY,SONIC
JAGUAR,15:00,16:30,FRIDAY,SONIC
ECLAIR FIFI,14:00,15:00,FRIDAY,SONIC
SARAH STORY,13:00,14:00,FRIDAY,SONIC
DAISY MOON,12:00,13:00,FRIDAY,SONIC
OVERMONO - LIVE,23:30,00:30,SATURDAY,SONIC
HAAI,22:00,23:00,SATURDAY,SONIC
ROMY,21:00,22:00,SATURDAY,SONIC
ROSS FROM FRIENDS - LIVE,20:00,21:00,SATURDAY,SONIC
LOGIC1000,18:15,19:45,SATURDAY,SONIC
ELKKA,16:45,18:15,SATURDAY,SONIC
SOFIA KOURTESIS - LIVE,15:30,16:30,SATURDAY,SONIC
KIARA SCURO,13:30,15:00,SATURDAY,SONIC
WAREHOUSE PRESERVATION SOCIETY,12:00,13:30,SATURDAY,SONIC
SASASAS,23:00,00:00,SUNDAY,SONIC
HYBRID MINDS W/ TEMPZA AND CHARLOTTE HAINING,22:00,23:00,SUNDAY,SONIC
"CRITICAL - KASRA, ENEI, HALOGENIX W/ JAKES AND CHARLI BRIX",20:00,22:00,SUNDAY,SONIC
PROBLEM CENTRAL,19:00,20:00,SUNDAY,SONIC
"HOSPITAL - METRIK, LENS, WHINEY, DEGS AND DYNAMITE",17:00,19:00,SUNDAY,SONIC
A.M.C FT PHANTOM,16:00,17:00,SUNDAY,SONIC
KOVEN,15:00,16:00,SUNDAY,SONIC
"RUN IN THE JUNGLE D*MINDS, DAZEE B2B EUPHONIQUE, CRITICAL IMPACT AND TRIGGA",13:00,15:00,SUNDAY,SONIC
NATTY LOU B2B AMA,12:00,13:00,SUNDAY,SONIC
BATU,01:00,03:00,THURSDAY,WOW
DANIELLE B2B HODGE,23:30,01:00,THURSDAY,WOW
GIANT SWAN - LIVE,22:30,23:30,THURSDAY,WOW
INDIA JORDAN,21:00,22:30,THURSDAY,WOW
FANTASTIC MAN,19:30,21:00,THURSDAY,WOW
ELLIE STOKES B2B CHEZ DE MILO,18:00,19:30,THURSDAY,WOW
CRAIG RICHARDS,01:30,03:00,FRIDAY,WOW
UNAI TROTTI,00:00,01:30,FRIDAY,WOW
CALL SUPER B2B PARRIS,22:30,00:00,FRIDAY,WOW
TBA,21:00,22:30,FRIDAY,WOW
MANAMI B2B NIKS,19:30,21:00,FRIDAY,WOW
DR BANANA X LUKAS WIGFLEX,18:00,19:30,FRIDAY,WOW
"BUTTER SIDE UP : THE GHOST, SUGAR FREE, HAMISH + TOBY",12:00,18:00,FRIDAY,WOW
AVALON EMERSON,01:30,03:00,SATURDAY,WOW
OPTIMO (ESPACIO),23:30,01:00,SATURDAY,WOW
DRESDEN (IVAN SMAGGHE & MANFREDAS),22:00,23:30,SATURDAY,WOW
SCOTT FRASER,20:30,22:00,SATURDAY,WOW
PALMS TRAX B2B JOB JOBSE,19:00,20:30,SATURDAY,WOW
MOXIE B2B PEACH,12:00,19:00,SATURDAY,WOW
SHANTI CELESTE B2B SAOIRSE,12:00,19:00,SATURDAY,WOW
TBA,01:30,02:30,SUNDAY,WOW
DARWIN,00:00,01:30,SUNDAY,WOW
RE:NI,22:30,00:00,SUNDAY,WOW
TWO SHELL,21:00,22:30,SUNDAY,WOW
DAR DISKU,19:30,21:00,SUNDAY,WOW
LEON VYNEHALL,18:00,19:30,SUNDAY,WOW
20 YEARS OF SECRETSUNDAZE,12:00,18:00,SUNDAY,WOW
CHAOS IN THE CBD,12:00,18:00,SUNDAY,WOW
SECRETSUNDAZE,12:00,18:00,SUNDAY,WOW
SHY ONE,12:00,18:00,SUNDAY,WOW
CHIPPY NONSTOP B2B PXSSY PALACE,01:00,03:00,THURSDAY,LONELY HEARTS CLUB
YUNG SINGH B2B AHADADREAM,23:15,01:00,THURSDAY,LONELY HEARTS CLUB
MANARA,21:45,23:15,THURSDAY,LONELY HEARTS CLUB
PIRI AND TOMMY,21:15,21:45,THURSDAY,LONELY HEARTS CLUB
NIA ARCHIVES B2B IZCO,20:00,21:00,THURSDAY,LONELY HEARTS CLUB
SHERELLE,18:30,20:00,THURSDAY,LONELY HEARTS CLUB
GROVE,18:00,18:30,THURSDAY,LONELY HEARTS CLUB
GIRLS DONT SYNC,00:30,03:00,FRIDAY,LONELY HEARTS CLUB
WILKINSON,23:30,00:30,FRIDAY,LONELY HEARTS CLUB
HARRIET JAXXON,22:30,23:30,FRIDAY,LONELY HEARTS CLUB
SHY FX,21:30,22:30,FRIDAY,LONELY HEARTS CLUB
CHLOE SAGE,20:40,21:30,FRIDAY,LONELY HEARTS CLUB
FRANKIE STEW & HARVEY GUNN,20:00,20:40,FRIDAY,LONELY HEARTS CLUB
KOJEY RADICAL,18:40,19:40,FRIDAY,LONELY HEARTS CLUB
POTTER PAYPER,17:30,18:10,FRIDAY,LONELY HEARTS CLUB
MIRAA MAY,16:30,17:10,FRIDAY,LONELY HEARTS CLUB
BR3NYA,15:45,16:15,FRIDAY,LONELY HEARTS CLUB
SHASIMONE,15:00,15:30,FRIDAY,LONELY HEARTS CLUB
CRAE WOLF,14:15,14:45,FRIDAY,LONELY HEARTS CLUB
EMZ,13:30,14:00,FRIDAY,LONELY HEARTS CLUB
KENNY ALLSTAR (HOST & DJ),13:00,13:30,FRIDAY,LONELY HEARTS CLUB
ARTWORK PRES: MORE AMOUR,00:30,03:00,SATURDAY,LONELY HEARTS CLUB
MURA MASA,23:15,00:15,SATURDAY,LONELY HEARTS CLUB
SAD NIGHT DYNAMITE,22:00,22:45,SATURDAY,LONELY HEARTS CLUB
BAD BOY CHILLER CREW,20:45,21:30,SATURDAY,LONELY HEARTS CLUB
ARRDEE,19:45,20:30,SATURDAY,LONELY HEARTS CLUB
HOPE TALA,18:50,19:30,SATURDAY,LONELY HEARTS CLUB
BERWYN,17:40,18:20,SATURDAY,LONELY HEARTS CLUB
LAVA LA RUE,16:30,17:10,SATURDAY,LONELY HEARTS CLUB
LOLA YOUNG,15:30,16:00,SATURDAY,LONELY HEARTS CLUB
WILLOW KAYNE,14:30,15:00,SATURDAY,LONELY HEARTS CLUB
TIFFANY CALVER & FRIENDS,13:00,14:30,SATURDAY,LONELY HEARTS CLUB
ALAMAY & OMAR CASSIUS,12:45,13:00,SATURDAY,LONELY HEARTS CLUB
XYZELLE,12:30,12:45,SATURDAY,LONELY HEARTS CLUB
WISHMASTER,12:15,12:30,SATURDAY,LONELY HEARTS CLUB
BADLIANA,12:00,12:15,SATURDAY,LONELY HEARTS CLUB
SONNY FODERA,01:15,02:30,SUNDAY,LONELY HEARTS CLUB
GORGON CITY,00:00,01:15,SUNDAY,LONELY HEARTS CLUB
GROOVE ARMADA (DJ SET),23:00,00:00,SUNDAY,LONELY HEARTS CLUB
CRAZY P SOUNDSYSTEM,21:00,23:00,SUNDAY,LONELY HEARTS CLUB
RIZ AHMED,20:00,21:00,SUNDAY,LONELY HEARTS CLUB
GABRIELS,18:45,19:30,SUNDAY,LONELY HEARTS CLUB
LAID BLAK,17:15,18:15,SUNDAY,LONELY HEARTS CLUB
CHARLOTTE ADIGERY B2B BOLIS POPULI,16:00,16:45,SUNDAY,LONELY HEARTS CLUB
MOONCHILD SANELLY,14:45,15:30,SUNDAY,LONELY HEARTS CLUB
R.A.E,14:00,14:30,SUNDAY,LONELY HEARTS CLUB
AMAHLA,13:00,13:30,SUNDAY,LONELY HEARTS CLUB
JAMZ SUPERNOVA,23:00,00:00,THURSDAY,FIRMLY ROOTED
SAM INTERFACE,22:00,23:00,THURSDAY,FIRMLY ROOTED
P-RALLEL,21:00,22:00,THURSDAY,FIRMLY ROOTED
CONDUCTA,20:00,21:00,THURSDAY,FIRMLY ROOTED
LIL C,19:00,20:00,THURSDAY,FIRMLY ROOTED
ADEEVAH,18:00,19:00,THURSDAY,FIRMLY ROOTED
LTJ BUKEM,23:00,00:00,FRIDAY,FIRMLY ROOTED
WATCH THE RIDE (DJ SET),21:00,23:00,FRIDAY,FIRMLY ROOTED
STORM,20:00,21:00,FRIDAY,FIRMLY ROOTED
DJ FLIGHT,19:00,20:00,FRIDAY,FIRMLY ROOTED
KYRIST,18:00,19:00,FRIDAY,FIRMLY ROOTED
CHANNEL ONE,16:00,18:00,FRIDAY,FIRMLY ROOTED
DUBKASM,15:00,16:00,FRIDAY,FIRMLY ROOTED
BLISS ZION & SASHA STEPPA,13:00,15:00,FRIDAY,FIRMLY ROOTED
SUPPLYA (FIRMLY ROOTED),12:00,13:00,FRIDAY,FIRMLY ROOTED
CLIPZ,22:30,00:00,SATURDAY,FIRMLY ROOTED
KRUST,21:00,22:30,SATURDAY,FIRMLY ROOTED
TASHA,19:30,21:00,SATURDAY,FIRMLY ROOTED
LCY,18:00,19:30,SATURDAY,FIRMLY ROOTED
FACTA B2B K LONE,16:00,18:00,SATURDAY,FIRMLY ROOTED
YUSHH,15:00,16:00,SATURDAY,FIRMLY ROOTED
ANINA,13:30,15:00,SATURDAY,FIRMLY ROOTED
IGLEW,12:00,13:30,SATURDAY,FIRMLY ROOTED
V.I.V.E.K,23:00,00:00,SUNDAY,FIRMLY ROOTED
HIJINX,22:00,23:00,SUNDAY,FIRMLY ROOTED
SICARIA SOUND,21:00,22:00,SUNDAY,FIRMLY ROOTED
PINCH,20:00,21:00,SUNDAY,FIRMLY ROOTED
THINK TONK,19:00,20:00,SUNDAY,FIRMLY ROOTED
HOLD TIGHT,18:00,19:00,SUNDAY,FIRMLY ROOTED
LUKE UNA TAKEOVER,12:00,18:00,SUNDAY,FIRMLY ROOTED
EATS EVERYTHING PRESENTS FONDA PUDDING B2B THE PINK PANTHER,01:30,03:00,THURSDAY,STONEBRIDGE BAR
SKREAM (GARAGE SET),00:00,01:30,THURSDAY,STONEBRIDGE BAR
HAAI,22:30,00:00,THURSDAY,STONEBRIDGE BAR
RANDALL,21:30,22:30,THURSDAY,STONEBRIDGE BAR
EWAN MCVICAR (ACID HOUSE SET),20:30,21:30,THURSDAY,STONEBRIDGE BAR
DJ FAT TONY,19:00,20:30,THURSDAY,STONEBRIDGE BAR
GREG WILSON,17:30,19:00,THURSDAY,STONEBRIDGE BAR
ARIELLE FREE,16:30,17:30,THURSDAY,STONEBRIDGE BAR
BAGGY MONDAYS,15:00,16:30,THURSDAY,STONEBRIDGE BAR
GIRLS DON'T SYNC,14:00,15:00,THURSDAY,STONEBRIDGE BAR
EATS EVERYTHING PRESENTS HISTORY OF RAVE,13:00,14:00,THURSDAY,STONEBRIDGE BAR
BEFORE SUNRISE HOSTED BY ANNIE MAC,23:00,05:00,FRIDAY,STONEBRIDGE BAR
KAMPIRE,21:30,23:00,FRIDAY,STONEBRIDGE BAR
AHADADREAM,20:00,21:30,FRIDAY,STONEBRIDGE BAR
COCO EM,18:30,20:00,FRIDAY,STONEBRIDGE BAR
