MIDLAND,23:15 - 01:15
SAMA' ABDULHADI,21:15 - 23:15
HIGHER INTELLIGENCE AGENCY,20:00 - 21:15
SATURDAY,
PANGAEA X PARIAH,04:30 - 06:00
JOY ORBISON,03:00 - 04:30
SHYGIRL (LIVE),02:20 - 03:00
FLOATING POINTS,00:45 - 02:15
IICON:AV-3D,00:30 - 00:45
DJRUM,22:30 - 00:30
TASH LC,20:00 - 22:30
SUNDAY,
SHERELLE,03:30 - 05:00
A-FUTURE,02:00 - 03:30
STEFFI,00:30 - 02:00
IICON:AV-3D,00:15 - 00:30
FLOORPLAN,22:45 - 00:15
GIANT SWAN (DJ SET),21:15 - 22:45
JUAN RAMOS,20:00 - 21:15
GENOSYS SOUND SYSTEM,
THURSDAY,
SEDEF ADASI,01:00 - 03:00
THE CARRY NATION,23:30 - 01:00
JOSH CAFFÉ,22:00 - 23:30
ALINKA,20:00 - 22:00
FRIDAY,
CINTHIE,04:00 - 06:00
MOXIE X PEACH X SHANTI CELESTE X SAOIRSE,00:00 - 04:00
CARLOS VALDES B2B DAVID MUALLEM,22:00 - 00:00
HOT CHIP (DJ SET),20:00 - 22:00
DANCE SYSTEM,18:00 - 20:00
SATURDAY,
PARTOK,04:00 - 06:00
OK WILLIAMS,02:00 - 04:00
ROI PEREZ,00:30 - 02:00
BRAWTHER (LIVE),23:30 - 00:30
I. JORDAN,22:00 - 23:30
CHAPTER 10,20:00 - 22:00
MICHELLE MANETTI,18:00 - 20:00
SUNDAY,
FELIX DICKINSON,03:00 - 05:00
PLACID,01:00 - 03:00
ISABELLA (MARICAS),23:00 - 01:00
PARA: (CASTLEMORTON: 30 YEARS LATER),21:00 - 23:00
WILSON PHOENIX,19:30 - 21:00
DAVE HARVEY,18:00 - 19:30
NYC DOWNLOW,
THURSDAY,
THE CARRY NATION,01:30 - 02:55
HANNAH HOLLAND,00:00 - 01:25
GRACE (DIY),21:55 - 23:55
ARTWORK,20:00 - 21:50
FRIDAY,
JAMES HILLARD (HORSE MEAT DISCO),04:20 - 05:55
HONEY DIJON,02:50 - 04:15
SOUL SUMMIT,01:00 - 02:45
PROSUMER,23:30 - 00:55
LUKE SOLOMON,22:00 - 23:25
SATURDAY,
JUSTIN STRAUSS,04:30 - 06:00
GIDEON,02:30 - 04:25
TODD EDWARDS,01:00 - 02:25
VIRGINIA,23:25 - 00:55
CHRIS CRUSE,22:00 - 23:20
SUNDAY,
LUKE HOWARD (HORSE MEAT DISCO),03:30 - 04:55
STEVE FABUS,02:00 - 03:25
RÓISÍN MURPHY,01:50 - 02:00
DJ PAULETTE,00:30 - 01:50
GABRIELLE KWARTENG,23:15 - 00:25
SHAY MALT,22:00 - 23:10
THE MEAT RACK,
THURSDAY,
MAZE & MASTERS,01:00 - 03:00
MR. REDLEY,23:00 - 01:00
MOXIE,21:30 - 23:00
GEOFFREY LARUE,20:00 - 21:30
FRIDAY,
MANDEL TURNER,04:30 - 06:00
BROTHER NEBULA,03:00 - 04:30
SUGARBEAR & NINEBOB,01:30 - 03:00
HUSBAND,00:00 - 01:30
DEPTFORD NOTHERN SOUL CLUB,22:00 - 00:00
SATURDAY,
DUNGEON MEAT,04:30 - 06:00
T. JACQUES,03:00 - 04:30
MORGAN+1,01:30 - 03:00
GINA BREEZE,00:00 - 01:30
GUY WILLIAMS,22:00 - 00:00
SUNDAY,
MACLO,03:30 - 05:00
JO NATHAN,02:15 - 03:30
JOOLS BUTTERFIELD,01:00 - 02:15
NINEBOB,23:30 - 01:00
DAMO,22:00 - 23:30
THE TEMPLE,
THURSDAY,
KLEU B2B PHIBES,01:00 - 03:00
"UNCOMMON RECORDS - RESIST, JIMBITCH, FRD B2B MY-R, FT. JAGO, KRAY-Z LEGZ",23:00 - 01:00
"BORN ON ROAD (ARIES, KELVIN 373, STIVS, SELECTA J-MAN, GOLD DUBS)",21:00 - 23:00
ED SOLO & DEEKLINE,20:00 - 21:00
FRIDAY,
MY NU LENG B2B WONKA,04:30 - 06:00
FJAAK (DJ),03:00 - 04:30
NASTIA B2B VTSS,01:30 - 03:00
BLAWAN B2B LCY,00:15 - 01:30
IMOGEN,23:15 - 00:15
ELLI ACURA B2B ESTELLA BOERSMA,22:00 - 23:15
SATURDAY,
S.P.Y & LOWQUI,05:00 - 06:00
BOU FT HARIBO,04:00 - 05:00
KOTR + INJA,02:30 - 04:00
A.M.C & PHANTOM,01:30 - 02:30
T>I & CARASEL,00:30 - 01:30
SKEPTICAL,23:00 - 00:30
CAPITOL 1212,22:00 - 23:00
SUNDAY,
BATU,03:30 - 05:00
COBRAH,02:00 - 03:30
RUDIMENTAL,00:45 - 02:00
PROSPA,23:15 - 00:45
CHLOE CAILLET,22:00 - 23:15
TOTEM,
THURSDAY,
JESS WARP,02:00 - 03:00
PARA,01:00 - 02:00
MURF,00:00 - 01:00
MISS MONUMENT,23:00 - 00:00
EMILY DUST,22:00 - 23:00
JIMENA ANGEL,21:00 - 22:00
BAD GIRLZ,20:00 - 21:00
FRIDAY,
DJ FLIGHT FT CHICKABOO,04:30 - 06:00
"N4 RECORDS SHOWCASE - PETE CANNON, JAY CUNNING & JIVES",03:00 - 04:30
TIM REAPER,02:00 - 03:00
MANTRA B2B DOUBLE O FT BLACKEYE,00:30 - 02:00
FIXATE,23:00 - 00:30
SYN B2B ADAM CRAWFORD,22:00 - 23:00
SATURDAY,
"CLUB GLOW - L-MAJOR, BORAI, MANIFESTO",04:30 - 06:00
EMERALD,03:00 - 04:30
YUNG SING,02:00 - 03:00
BREAKA B2B FRAZER RAY,00:30 - 02:00
PINEAPPLE RECORDS; SAM BINGA B2B BAKEY B2B FOREIGN CONCEPT,23:00 - 00:30
JINX IN DUB,22:00 - 23:00
SUNDAY,
DOPE AMMO & BENNY PAGE,04:00 - 05:00
MICKY FINN & CARASEL,03:00 - 04:00
BLOC 2 BLOC - BANNER & KAZ,02:00 - 03:00
KATALYST,01:00 - 02:00
JAKE SAVONA,00:00 - 01:00
GREENSLEAVES HI-FI FT. OXMAN & ADAM PRESCOTT,23:00 - 00:00
REGGAE ROAST,22:00 - 23:00
TOTEM TALKS,
FRIDAY,
FREDI DEVAS,17:00 - 17:50
NIKKI WYRD,16:00 - 16:50
HATTIE WELLS,15:00 - 15:50
BRUCE PARRY,14:00 - 14:50
SATURDAY,
ERIC MARKY,17:00 - 17:50
HANNAH KENDARU,16:00 - 16:50
PANEL DISCUSSION,15:00 - 15:50
JADE SHAW,14:00 - 14:50
THE RUM SHACK,
THURSDAY,
TASH LC,02:00 - 03:00
ELLIE PROHAN,01:00 - 02:00
THE LAST SKEPTIK (DJ),00:00 - 01:00
STEAM DOWN,23:00 - 00:00
ENNY,21:30 - 22:15
HAK BAKER (ACOUSTIC),20:15 - 21:00
LYRIX ORGANIX,20:00 - 20:15
FRIDAY,
AUM,05:00 - 06:00
SAM BINGA,04:00 - 05:00
GOLDIE,03:00 - 04:00
PAV4N,02:30 - 03:00
EMILY DUST,01:30 - 02:30
LAZY HABITS,00:45 - 01:30
JELANI BLACKMAN,00:00 - 00:30
JINX IN DUB,23:00 - 00:00
SATURDAY,
VILLAGE CUTS,05:00 - 06:00
SUPA SOCA SHOW,04:00 - 05:00
BUSH BBY,03:00 - 04:00
DIZRAELI (DJ SET),02:00 - 03:00
EVA LAZARUS (LIVE),01:15 - 02:00
GROVE,00:00 - 00:45
THE BEATBOX COLLECTIVE,23:30 - 00:00
SUNDAY,
TBA,04:00 - 05:00
MPH,03:00 - 04:00
TBA,02:00 - 03:00
JOY ANONYMOUS,01:00 - 02:00
PARA,00:00 - 01:00
JAM SCONES,23:00 - 00:00
RUM SHACK WILD CARD,20:00 - 23:00
GAS TOWER,
THURSDAY,
MANDIDEXTROUS,02:00 - 03:00
CRUCAST: SKEPSIS B2B DARKZY FT WINDOW KID : KANINE,00:00 - 02:00
POTTER PAYPER,23:00 - 00:00
SHOSH PRESENTS 24H GARAGE GIRLS,21:30 - 23:00
SPORTSBANGER X SHANGRILA - MEGARAVE IV,16:00 - 21:30
FRIDAY,
ED REAL'S MORNING RUSH,05:00 - 06:00
BOU & TURNO FEAT INJA & HARIBO,04:00 - 05:00
SHY FX,03:00 - 04:00
BBC RADIO 1 ESSENTIAL MIX LIVE FEAT BONOBO & ABSOLUTE,01:00 - 03:00
GROVE (LIVE),00:15 - 01:00
DIXON,23:00 - 00:15
TSHA,22:00 - 23:00
GOLDIE X MEDIC,20:00 - 22:00
THE SAUCE / CARASEL,19:00 - 20:00
WATCH THE RIDE,18:00 - 19:00
CHARLI BRIX FT BASSI,17:00 - 18:00
BRITTUNE & SPECTRE FEAT MC JOE RAYGUN,16:00 - 17:00
SATURDAY,
SOLOMUN,04:00 - 06:00
JAMIE JONES,02:30 - 04:00
FATBOY SLIM,01:15 - 02:30
FOLAMOUR: POWER TO THE PPL AV,00:00 - 01:15
BITVERT (LIVE AV),23:30 - 00:00
FUMEZ THE ENGINEER PRESENTS PLUGGED IN WITH VERY SPECIAL GUESTS,22:00 - 23:30
"A COLLECTION OF RADICAL FILMS CURATED BY SHANGRILART FEATURING : DR D-SUBVERTISER, REEL NEWS, DARREN CULLEN AND MANY MORE.",17:15 - 18:00
AI WEIWEI: YOURS TRULY - FILM WITH LIVE ACTIVATION,16:00 - 17:15
"A COLLECTION OF RADICAL FILMS CURATED BY SHANGRILART FEATURING : DR D-SUBVERTISER, REEL NEWS, DARREN CULLEN AND MANY MORE.",15:00 - 16:00
SUNDAY,
PARTY RESPONSE FEAT ARLO B2B A FOR ALPHA,04:00 - 05:00
PARTIBOI69,02:00 - 04:00
SAOIRSE,01:00 - 02:00
MARIBOU STATE DJ,23:30 - 01:00
ARCHIE HAMILTON,22:30 - 23:30
ORCA SOUND PROJECT,21:30 - 22:30
SARAH STORY,20:30 - 21:30
SYREETA,19:30 - 20:30
ISAAC CARTER,18:30 - 19:30
ALI IS ME B2B ED ROCKSTAR,17:30 - 18:30
BRIAN V,16:30 - 17:30
"A COLLECTION OF RADICAL FILMS CURATED BY SHANGRILART FEATURING : DR D-SUBVERTISER, REEL NEWS, DARREN CULLEN AND MANY MORE.",17:15 - 18:00
AI WEIWEI: YOURS TRULY - FILM WITH LIVE ACTIVATION,16:00 - 17:15
"A COLLECTION OF RADICAL FILMS CURATED BY SHANGRILART FEATURING : DR D-SUBVERTISER, REEL NEWS, DARREN CULLEN AND MANY MORE.",15:00 - 16:00
TRUTH STAGE,
THURSDAY,
GHETTO KUMBE,02:10 - 03:00
CAL JADER,01:50 - 02:10
K.O.G,01:00 - 01:50
AAA BADBOY,00:35 - 01:00
EMMANUEL JAL & NYARUACH,23:50 - 00:35
DJ HIPHOPPAPOTAMUS,23:30 - 23:50
PONGO,23:00 - 23:30
AAA BADBOY,22:30 - 23:00
NOVA TWINS (EARACHE),21:45 - 22:30
THE FLYING WHITE DOTS,21:15 - 21:45
PIGS PIGS PIGS PIGS PIGS PIGS PIGS,20:30 - 21:15
THE FLYING WHITE DOTS,20:00 - 20:30
KAE TEMPEST (SPOKEN WORD),19:15 - 20:00
DJ CHRIS TOFU,19:00 - 19:15
BEANS ON TOAST,18:20 - 19:00
DJ CHRIS TOFU,18:00 - 18:20
THRILL COLLINS,17:15 - 18:00
FIZZY GILLESPIE,16:45 - 17:15
INTERGALACTIC BRASSTRONAUTS,16:00 - 16:45
WELCOME TO GLASTONBURY - NEW YORK BRASS BAND AND FRIENDS,15:00 - 16:00
FRIDAY,
VIBE ROULETTE,05:00 - 06:00
MR BRUCE,04:10 - 05:00
AAA BADBOY,03:40 - 04:10
MISTA TRICK LIVE,02:40 - 03:40
FIZZY GILLESPIE,02:10 - 02:40
TIGGS DA AUTHOR,01:10 - 02:10
FIZZY GILLESPIE,00:40 - 01:10
DRS (LIVE),23:40 - 00:40
DUCHIE,22:30 - 23:40
LOS DEDOS,17:30 - 18:30
CRAIG CHARLES & FRIENDS,14:00 - 17:30
SATURDAY,
OH MY GOD! IT'S THE CHURCH,05:10 - 06:00
PONY MONTANA,04:45 - 05:10
WARMDUSCHER,04:00 - 04:45
DJ BOLLOCKS,03:35 - 04:00
BOB VYLAN (EARACHE),02:50 - 03:35
JOHNNY VOLTIK - DJ TOFU,02:20 - 02:50
BRASS AGAINST,01:20 - 02:20
FIZZY GILLESPIE,00:50 - 01:20
"BCO: GRIME ORCHESTRATED FEAT JUICE MENACE, FOOTSIE AND TANA",00:00 - 00:50
ANGEL MEL,23:30 - 00:00
WARGASM (EARACHE),22:30 - 23:30
SUNDAY,
"DJ CHRIS TOFU, NEW YORK BRASS BAND & FRIENDS CLOSING PARTY",03:45 - 05:00
DR MEAKER,03:00 - 03:45
FIZZY GILLESPIE,02:30 - 03:00
ELVANA - SPECIAL GUEST,01:30 - 02:30
DRIFTY,01:00 - 01:30
HOLLIE COOK,00:00 - 01:00
PONY MONTANA,23:30 - 00:00
MINA & BRYTE,22:30 - 00:00
PLATFORM 23,
THURSDAY,
EMILY DUST,02:00 - 03:00
EDNA MARTINEZ,01:00 - 02:00
"MOVIMENTOS TAKEOVER: BUSHBBY, PANTHER PANTHER, CAL JADER",22:00 - 01:00
HOLD TIGHT RECORDS TAKEOVER: DRIFTY,21:00 - 22:00
HOLD TIGHT RECORDS TAKEOVER: DUTCHIE B2B KREED,20:00 - 21:00
HOLD TIGHT RECORDS TAKEOVER: ICKLE B2B SUPPLYA B2B INNER ECHO FT WHOKNEW,19:00 - 20:00
HOLD TIGHT RECORDS TAKEOVER: DR DUBPLATE B2B BAKEY B2B SPECIAL GUEST B2B BREAKA,17:00 - 19:00
KESHENANIGANS,16:00 - 17:00
FRIDAY,
PAPAOUL,05:00 - 06:00
IZCO,04:00 - 05:00
CLIENT_03,03:00 - 04:00
ELIZA ROSE,02:00 - 03:00
"DAYTIMERS TAKEOVER FT YOURBOYKIRAN, ROHAN RAZKHIT, RIZMI, ARTHI",23:00 - 02:00
LEMON LOUNGE,22:00 - 23:00
PATRISHA,21:00 - 22:00
SATURDAY,
ONLY JEWLS B2B DRIFTY,05:00 - 06:00
"BACK TO MINE TAKEOVER FEAT CRAZY P, SEAN BROSNAN & SPECIAL GUESTS",02:00 - 05:00
SALIAH (MARSM),01:00 - 02:00
NOORIYAH (MARSM),00:00 - 01:00
SIMONE,23:00 - 00:00
ASBO DISCO B2B QUEEN OF PRESSURE,22:00 - 23:00
HALCYON HI FI,21:00 - 22:00
SUNDAY,
SECRET HEADLINER,04:00 - 05:00
WORMHOLE TAKEOVER: DJ TAHIRA,03:00 - 04:00
SECRET HEADLINER,02:00 - 03:00
WORMHOLE TAKEOVER: WORM SOUNDSYSTEM,01:00 - 02:00
WORMHOLE TAKEOVER: COCO MARIA,00:00 - 01:00
WORMHOLE TAKEOVER: POLY-RITMO,23:00 - 00:00
ESK,22:00 - 23:00
SUMMER AISHA'MAE,21:00 - 22:00
THE SISTXRHOOD,
THURSDAY,
SISTA SELECTA - YES MEL,01:00 - 03:00
SISTA SELECTA - NINJA RIVER,00:00 - 01:00
SISTA SELECTA - YA YA BONES,23:00 - 00:00
SISTA SELECTA - I AM FYA,22:00 - 23:00
SISTA SELECTA - OPEN CEREMONY,21:00 - 22:00
SENSORY ALCHEMISTS WORKSHOPS,12:00 - 18:00
FRIDAY,
MISSCOTEQUE - PRINCESS KOKO,04:00 - 05:30
MISSCOTEQUE - JAMURAI,02:30 - 04:00
MISSCOTEQUE - DJ AMMI,01:00 - 02:30
MISSCOTEQUE - EMMY,23:30 - 01:00
MISSCOTEQUE - SADSUGAR,22:00 - 23:30
SENSORY ALCHEMISTS WORKSHOPS,14:00 - 18:00
SATURDAY,
BOOTY BASS - B2B SETS FROM ALL BB CREW,04:00 - 06:00
BOOTY BASS - BUNGZO,03:00 - 04:00
BOOTY BASS - HANNZA,02:00 - 03:00
BOOTY BASS - ADEEVAH,01:00 - 02:00
BOOTY BASS - NGAIO,00:00 - 01:00
BOOTY BASS - FABIENNE,23:00 - 00:00
BOOTY BASS - B2B SETS FROM ALL BB CREW,22:00 - 23:00
SENSORY ALCHEMISTS WORKSHOPS,14:00 - 18:00
SUNDAY,
SISTXRHOOD CLUBHOUSE TAMTAM,04:00 - 05:00
SISTXRHOOD CLUBHOUSE - LEILA (FEMME 45),03:00 - 04:00
SISTXRHOOD CLUBHOUSE - HAYTER PLAYER,02:00 - 03:00
SISTXRHOOD CLUBHOUSE - ESTI,01:00 - 02:00
SISTXRHOOD CLUBHOUSE - KYMA B2B AILISH,00:00 - 01:00
SISTXRHOOD CLUBHOUSE - DRAG & CABARET WITH THAT RAY,23:00 - 00:00
SISTXRHOOD CLUBHOUSE - NATALIA,22:00 - 23:00
FLYING BUS,
THURSDAY,
DAVE BEER,22:30 - 00:00
JACK & ARLO (BACKTOBASICS),20:40 - 22:30
THE ATCHIN TAN HOUSE BAND,20:10 - 20:40
TRAVELLERS AWARENESS LAUNCH,20:00 - 20:10
FRIDAY,
RICHY AHMED,02:00 - 04:00
ARCHIE HAMILTON,00:00 - 02:00
LUKE WELSH,23:00 - 00:00
BEN POUND B2B ITCHY RICHY,22:00 - 23:00
SATURDAY,
GUEST DJ,02:00 - 04:00
GRAHAM MASSEY (808 STATE) B2B JACKSON MASSEY,00:00 - 02:00
TONY ROSS,23:05 - 00:00
ANDY BARKER (808 STATE) TRIBUTE,23:00 - 23:05
PORCHCRAWLER,22:00 - 23:00
SUNDAY,
CHRISTIAN AB B2B QUEST,02:00 - 04:00
LAIDLAW,00:00 - 02:00
ANIMAL CROSSING DJS,22:00 - 00:00
THE SALON CAROUSEL,
THURSDAY,
S.MURK,02:00 - 03:00
MINKI,01:00 - 02:00
NICKY BLACKMARKET B2B MILLZ,00:00 - 01:00
KELVIN 373 B2B KAISHA,23:00 - 00:00
RJD,22:00 - 23:00
NANG,21:00 - 22:00
TRIPLE XL,20:00 - 21:00
FRIDAY,
SHARPIE,05:00 - 06:00
SHADED,04:00 - 05:00
T>I,03:00 - 04:00
INJA,02:00 - 03:00
SHOSH,01:00 - 02:00
DIRTY DIKE,00:00 - 01:00
DATKID,23:00 - 00:00
TRIPLE XL,22:00 - 23:00
SATURDAY,
E-COLI,05:00 - 06:00
T-MENACE,04:00 - 05:00
MANDIDEXTROUS,03:00 - 04:00
SPYRO,02:00 - 03:00
KAOTIK KARTEL,00:00 - 02:00
SCAMP,23:00 - 00:00
TRIPLE XL,22:00 - 23:00
SUNDAY,
JIM BITCH B2B STIVS,04:00 - 05:00
BOU,03:00 - 04:00
BORN ON ROAD,01:00 - 02:00
MONROLLER,00:00 - 01:00
SAMURAI BREAKS,23:00 - 00:00
TRIPLE XL,22:00 - 23:00
BLIND TIGER,
THURSDAY,
KELVIN 373 BTB ARIES,02:00 - 03:00
TOM RAVENSCROFT,01:00 - 02:00
A LITTLE SOUND,00:00 - 01:00
AFT RAPS - CARASEL LIVE - BLACKSMITH & FRENIC,22:00 - 00:00
"SERKUS, NICK THE HEDGE & SPECIAL GUESTS",20:00 - 22:00
DJ SYMPTOM,18:30 - 20:00
SCAMP,17:00 - 18:30
DYSLLEXIC MUSTARD,16:00 - 17:00
FRIDAY,
DJ BISH,05:00 - 06:00
CHARLIE TEE,04:00 - 05:00
DRS IN SESSION FT DOGGER,03:00 - 04:00
"WATCH THE RIDE (DJ RANDALL, DISMANTLE, DJ DIE)",02:00 - 03:00
INJA & CHRIS MUNKY,01:00 - 02:00
APH,00:00 - 01:00
GARDNA & FRIENDS ALL NIGHT TAKEOVER WITH… OH MY ROSH!,23:00 - 00:00
RUMBLE IN THE JUNGLE - NOISY ANTICS BTB MONROLLER,22:00 - 23:00
RUMBLE IN THE JUNGLE - EUPHONIQUE BTB KATALYST,21:00 - 22:00
MILF FM,20:00 - 21:00
SMELLINGTON PIFF,19:15 - 20:00
"CREATURES OF HABIT FT SEAN PENG, ERIC THE RED, ILLINFORMED & LEAF DOG",18:15 - 19:15
GWYN - CROW POSSE,16:30 - 18:00
ROUNDED,15:30 - 16:30
ESME BANKS,14:00 - 15:30
PIERS THOMPSON,12:30 - 14:00
SATURDAY,
"UNCLE DUGS AND FRIENDS PRESENST 30 YEARS OF BREAKBEATS - FT UNCLE DUGS, MOZEY, MARK XTC, DADDY NATURE",02:00 - 06:00
SERKUS HOSTED BY JAGO,01:00 - 02:00
JIM BITCH (OLD SKOOL RAVE SET),00:00 - 01:00
CHEZNEY 100 % VINYL SET,23:00 - 00:00
ANNA PRANK,22:00 - 23:00
NORTH FIRE SOUND,21:00 - 22:00
SONWAH,20:00 - 21:00
MOVIN WHATA / GUERILLA TACTICS,19:00 - 20:00
ELECTRIC CUSTARD,17:45 - 18:45
CHEZNEY & MAXINE (FIRE PIT COLLECTIVE),16:30 - 17:30
ROUNDED,15:30 - 16:30
DNR,14:00 - 15:30
MISS MONUMENT,12:30 - 14:00
SUNDAY,
TOBY SPIN (CLUB MOMO TAKEOVER),04:00 - 05:00
SEB BAILEY - TS2W - TUSKAN + SPECIAL GUEST MCS,01:30 - 04:00
AFT RECORDS BTB RUN - CRITICAL IMPACT - D* MINDS - DAZEE - DUBBZ - MOVE -,01:30 - 04:00
NICK THE HEDGE (CLUB MOMO TAKEOVER),00:30 - 01:30
"KAOTIK KARTEL FT MISTAFIRE, JAGO, RIVAH JORDON &TALLULAH BLUE (CLUB MOMO TAKEOVER)",23:30 - 12:30
RAGGAMUFFIN SOUND BTB GOLD DUBS (CLUB MOMO TAKEOVER),22:30 - 23:30
50 PENCE (CLUB MOMO TAKEOVER),21:30 - 22:30
MANI (CLUB MOMO TAKEOVER),20:30 - 21:30
CONGO IAIN,19:30 - 20:30
BLIND TIGER DJ'S,14:00 - 19:30
CUMBIA KID,12:30 - 14:00
SMALL WORLD STAGE,
THURSDAY,
OLD BABY MACKEREL,03:30 - 04:30
THEE ONES,02:00 - 03:00
THE UNDERCOVER HIPPY,00:30 - 01:30
DUNCAN DISORDERLY & THE SCALLYWAGS,23:00 - 00:00
THE ODD BEATS,21:30 - 22:30
THE JAS FAT JAZZ BAND,20:00 - 21:00
SUBTLE MACHINES,18:30 - 19:30
PSYCHO-ACOUSTIC GOAT,17:00 - 18:00
YOUNG WATERS,15:45 - 16:45
SEAN TAYLOR,14:15 - 15:15
T E YATES,13:20 - 14:00
P4NDA MC,12:00 - 13:00
FRIDAY,
NINE DEAD MEN,03:30 - 04:30
DUNCAN DISORDERLY & THE SCALLYWAGS,01:45 - 03:00
CHAINSKA BRASSIKA,12:00 - 01:15
CORNHEAD,22:30 - 23:30
FISHNET JACKSON,21:00 - 22:00
GIN BOWLERS TBC,19:30 - 20:30
TOBIAS JACOB,18:00 - 17:00
THE STRIKING CLOCK,16:45 - 17:45
THE PORTRAITS,15:30 - 16:30
P4NDA MC,14:15 - 15:00
ANDY TYMAN,13:00 - 14:00
STEVIE P,12:00 - 12:45
SATURDAY,
SCARLET PIMPERNEL,03:30 - 05:00
CABLE STREET COLLECTIVE,01:45 - 03:00
3 DAFT MONKEYS,12:00 - 01:15
OCTOGON,22:30 - 23:30
THEE ONES,20:45 - 21:45
THREADS ON CANVASS,19:15 - 20:15
PRAYING FOR THE RAIN,17:45 - 18:45
AROUND ABOUT DUSK,16:15 - 17:15
CASH COWS,14:45 - 15:45
DEAD HORSE BAY,13:15 - 14:15
RIVER ROOTS,12:00 - 13:00
SUNDAY,
TOBIAS JACOB,01:15 - 02:15
THE LITTLE UNSAID,12:00 - 01:00
GENERAL MAYBE,21:45 - 23:00
PARADE SIRENS,20:15 - 21:15
DUPLICATE,18:45 - 19:45
SCARLET PIMPERNEL,17:15 - 18:15
T E YATES,16:00 - 17:00
ANDREW MAXWELL MORRIS,14:30 - 15:30
MITCHELL & VINCENT,13:15 - 14:15
CELESTE LOVICK,12:00 - 13:00
GREENPEACE,
THURSDAY,
SAMA' ABDULHADI,01:30 - 03:00
ROGER SANCHEZ,00:00 - 01:30
THIS IS NOW DJ'S,22:30 - 00:00
MR BRUCE,21:30 - 22:30
WOODY COOK,20:30 - 21:30
STEAM DOWN,19:45 - 20:30
MERA BHAI (DJ SET),18:30 - 19:45
LAVA LA RUE,18:00 - 18:30
BEATLES DUB CLUB,17:00 - 18:00
WILL VARLEY,16:00 - 17:00
OH MY GOD! IT'S THE CHURCH (DJ SET),14:55 - 15:55
EFÉ,13:45 - 14:30
EVA LAZARUS,12:30 - 13:15
BIG FISH LITTLE FISH W/ MARK XTC,11:00 - 12:30
POWER BALLAD YOGA,10:00 - 11:00
FRIDAY,
HE.SHE.THEY. - ELKKA,01:30 - 03:00
HE.SHE.THEY. - SYREETA,00:15 - 01:30
HE.SHE.THEY. - CHLOE CAILLET,23:00 - 00:15
HE.SHE.THEY. - MAZE & MASTERS,21:45 - 23:00
SHE DREW THE GUN,20:45 - 21:45
CUPPY,19:45 - 20:45
GEORGE RILEY,19:00 - 19:45
SCARLET O' MALLEY,18:00 - 19:00
DREAM NAILS,17:15 - 18:00
DJ DICK & MC PURKY,16:15 - 17:15
RACHEL CHINOURIRI,15:30 - 16:15
R.A.E,14:15 - 15:00
NDA LAUNCH PARTY WITH ABBIE MCCARTHY & FRIENDS,13:15 - 14:15
NOVA TWINS,12:30 - 13:15
BIG FISH LITTLE FISH W/ ARIELLE FREE,11:00 - 12:30
POWER BALLAD YOGA,10:00 - 11:00
SATURDAY,
MELLA DEE,01:30 - 03:00
PLUMP DJS,00:00 - 01:30
ABSOLUTE.,22:30 - 00:00
SPECIAL GUEST TBA,20:45 - 21:30
FLEETMAC WOOD,19:30 - 20:45
EASY LIFE,18:45 - 19:30
LUKE STEREO,17:45 - 18:45
BIG JOANIE,17:00 - 17:45
DON LETTS & GAUDI (CHANT LIVE DUB),16:00 - 17:00
KATY J PEARSON,15:15 - 16:00
TIM BURGESS,14:00 - 14:45
SARAH LAMPTEY,13:15 - 14:00
KITTY LIV,12:30 - 13:15
JUNIOR JUNGLE,11:00 - 12:30
POWER BALLAD YOGA,10:00 - 11:00
SUNDAY,
RICHY AHMED,01:00 - 02:30
JAMZ SUPERNOVA,23:30 - 01:00
ANDY CARROLL & FRIENDS,21:30 - 23:30
TANKUS THE HENGE,20:30 - 21:30
NOORIYAH,19:15 - 20:30
WALT DISCO,18:30 - 19:15
TROL 23,17:30 - 18:30
NOON GARDEN,16:45 - 17:30
MATT BLACK,15:45 - 16:45
BEANS ON TOAST,15:00 - 15:45
BCO GRIME ORCHESTRATED,14:00 - 14:45
EMMANUEL JAL & NYARUACH,12:30 - 13:20
HUSSAIN MANAWER,11:00 - 12:00
ALEX H DUNCAN - SUBCUBENSIS LIVE,10:00 - 11:00
GREENPEACE (BEAM),
THURSDAY,
BEAM AMBIENT SOUND AND LIGHT CHILLOUT,16:00 - 07:00
ALEX H DUNCAN MYCELIUM SOUNDS LIVE WORKSHOP,14:00 - 16:00
ALEX H DUNCAN MYCELIUM SOUNDS,12:00 - 14:00
FRIDAY,
BEAM AMBIENT SOUND AND LIGHT CHILLOUT,20:00 - 07:00
OVERHEATED DOCUMENTARY,12:00 - 20:00
ALEX H DUNCAN MYCELIUM SOUNDS,10:00 - 12:00
SATURDAY,
BEAM AMBIENT CHILLOUT,16:00 - 07:00
ALEX H DUNCAN MYCELIUM SOUNDS LIVE WORKSHOP,14:00 - 16:00
ALEX H DUNCAN PLANT AND POLLINATOR SOUNDS,12:00 - 14:00
ALEX H DUNCAN MYCELIUM SOUNDS,10:00 - 12:00
SUNDAY,
BEAM AMBIENT SOUND AND LIGHT CHILLOUT,16:00 - 07:00
ALEX H DUNCAN MYCELIUM SOUNDS LIVE WORKSHOP,14:00 - 16:00
ALEX H DUNCAN MYCELIUM SOUNDS,10:00 - 14:00
TOAD HALL,
THURSDAY,
GLOBAL,00:30 - 01:30
RACHAEL DADD,23:00 - 00:00
KANGAROO MOON,21:30 - 22:30
